No.,IUPAC_Name,SMILES,Td/K,doi
entry112,"N-(6-amino-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-3-yl)nitramide",O=[N+](CC1=NN=C(O1)C2=NON=C2N[N+]([O-])=O)[O-],367.45,10.1016/j.cej.2021.132503
entry113,"N-(6-((4-(nitroamino)-1,2,5-oxadiazol-3-yl)amino)-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-3-yl)nitramide",O=[N+](C1=NN=C(NN2N=NN=C2)N1)[O-],459.15,10.1016/j.cej.2020.124027
entry114,"N-(5-nitro-4H-1,2,4-triazol-3-yl)-1H-tetrazol-1-amine",O=C(N1)ON=C1C2=NON=C2N[N+]([O-])=O,400.4,10.1039/c8nj04428g
entry115,"N-(5-nitro-2H-1,2,3-triazol-4-yl)nitramide",O=[N+]([N-]N1C=[NH+]N=C1)[O-],444.15, 10.1002/slct.201803239
entry116,"N-(5-nitro-2H-1,2,3-triazol-4-yl)-1H-tetrazol-5-amine",O=[N+](C1=NN=C([C-]1[N+]#N)[N+]([O-])=O)[O-],427.15,10.1039/c7nj00876g
entry117,"N-(5,6-dinitro-1,3-dihydro-2H-benzo[d]imidazol-2-ylidene)nitramide",CN1N=C([N+]([O-])=O)N=N1,423.15,10.1039/b812529e
entry118,"N-(5-(6-(5-(nitroamino)-1H-1,2,4-triazol-3-yl)-1,4-dihydro-1,2,4,5-tetrazin-3-yl)-4H-1,2,4-triazol-3-yl)nitramide",O=[N+](NC1=NNC(C2=NN=C(C3=NC(N[N+]([O-])=O)=NN3)N=N2)=N1)[O-],435.15,10.1039/c9dt04426d
entry119,"N-(5-(5-nitro-2H-1,2,3-triazol-4-yl)-2,4-dihydro-3H-1,2,4-triazol-3-ylidene)nitramide",O=[N+](C1=CNN=C1C2=NN/C(N2)=N\[N+]([O-])=O)[O-],478.15,10.1016/j.cej.2019.122331
entry120,"N-(5-(5-(nitromethyl)-1,3,4-oxadiazol-2-yl)-2,4-dihydro-3H-1,2,4-triazol-3-ylidene)nitramide",NC1=NNC(C2=NN=C(C[N+]([O-])=O)O2)=N1,522.75,10.1016/j.cej.2021.132503
entry121,"N-(5-(4-nitro-1,2,5-oxadiazol-3-yl)-1H-1,2,4-triazol-3-yl)nitramide",O=[N+](C1=NON=C1C2=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=C2[N+]([O-])=O)[O-],407.15,10.1016/j.fpc.2021.04.005
entry122,"N-(5-(4-amino-1,2,5-oxadiazol-3-yl)-1H-1,2,4-triazol-3-yl)nitramide",NC1=NON=C1C2=NN=C(N)O2,519.15,10.1039/c5ta06898c
entry123,"N-(5-(4-(nitroamino)-1,2,5-oxadiazol-3-yl)-1H-1,2,4-triazol-3-yl)nitramide",O=[N+](NC1=NON=C1C2=NC(C([N+]([O-])=O)[N+]([O-])=O)=NN2)[O-],364.15,10.1021/acsami.9b08363
entry124,"N-(5-((4-amino-1,2,5-oxadiazol-3-yl)methyl)-1H-1,2,4-triazol-3-yl)nitramide",NC1=NON=C1C2=NC(N[N+]([O-])=O)=NN2,468.65,10.1002/anie.201701659
entry125,N-(4-nitro-5-(trinitromethyl)-1H-pyrazol-3-yl)nitramide,NC1=NC(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO1,428.15,10.1039/c7nj01119a
entry126,"N-(4-nitro-1,2,5-oxadiazol-3-yl)nitramide",O=[N+](NC1=NNC(C2=NON=C2N[N+]([O-])=O)=N1)[O-],401.85,10.1002/anie.201701659
entry127,"N-(4-nitro-1,2,5-oxadiazol-3-yl)nitramide",O=[N+](NC1=NN=C(N1)C2=NNC(C3=NN=C(N[N+]([O-])=O)N3)=C2)[O-],415.15,10.1039/d1nj03433b
entry128,"N-(4H-1,2,4-triazol-4-yl)-N-(2,2,2-trinitroethyl)nitramide",CN(C(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O)[N+]([O-])=O,451.15,10.1039/c2ta01359b
entry129,"N-(4,6-diazido-1,3,5-triazin-2-yl)nitramide",NC1=NN(N)N=C1[N+]([O-])=O,485.25,10.1039/c6cc03833f
entry130,"N-(4-(5-oxo-4,5-dihydro-1,2,4-oxadiazol-3-yl)-1,2,5-oxadiazol-3-yl)nitramide",CC1=NC(C2=NON=C2N[N+]([O-])=O)=NO1,432.15,10.1039/c6nj03333d
entry131,"N-(4-(5-methyl-1,2,4-oxadiazol-3-yl)-1,2,5-oxadiazol-3-yl)nitramide",CC1=NC(C2=NON=C2N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO1,445.15,10.1039/c6nj03333d
entry132,"N-(4-(5-methyl-1,2,4-oxadiazol-3-yl)-1,2,5-oxadiazol-3-yl)-N-(2,2,2-trinitroethyl)nitramide",NC1=NC(C2=NON=C2N[N+]([O-])=O)=NO1,384.15, 10.1021/acs.cgd.9b00997
entry133,"N-(4-(5-amino-1,2,4-oxadiazol-3-yl)-1,2,5-oxadiazol-3-yl)nitramide",C1(NN2N=NN=C2)=NN=CN1N3N=NN=C3,456.15,10.1016/j.cej.2020.124027
entry134,"N-(4-(5-(nitromethyl)-1,3,4-oxadiazol-2-yl)-1,2,5-oxadiazol-3-yl)nitramide",NC1=[NH+]N=C(O1)C2=NON=C2[N-][N+]([O-])=O,405.15,10.1039/c5ta06898c
entry135,"N-(4-(3-(trinitromethyl)-1H-1,2,4-triazol-5-yl)-1,2,5-oxadiazol-3-yl)nitramide",O=[N+](NC1=NNC=N1)[O-],481.15, 10.1002/slct.201803239
entry136,"N-(4-(3-(dinitromethyl)-1H-1,2,4-triazol-5-yl)-1,2,5-oxadiazol-3-yl)nitramide",O=[N+](NC1=NON=C1C2=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN2)[O-],340.15,10.1021/acsami.9b08363
entry137,"N-(4-(1H-tetrazol-1-yl)-4H-1,2,4-triazol-3-yl)-1H-tetrazol-1-amine",O=C(NN1C=NN=C1N[N+]([O-])=O)C2=NN=C(N[N+]([O-])=O)N2,478.45,10.1039/d1nj03551g
entry138,"N-(3-nitro-1H-1,2,4-triazol-5-yl)nitramide",N#CC1=NNC(N[N+]([O-])=O)=N1,403.15, 10.1002/chem.201301339
entry139,"N-(3-nitro-1-(trinitromethyl)-1H-1,2,4-triazol-5-yl)nitramide",NC(N1N[N+]([O-])=O)=NN=C1C2=NNN=C2[N+]([O-])=O,494.15,10.1016/j.enmf.2021.05.002
entry140,"N-(3-cyano-1H-1,2,4-triazol-5-yl)nitramide",O/N=C(N=[N+]=[N-])/C1=NNC(N[N+]([O-])=O)=N1,339.15, 10.1002/chem.201301339
entry141,"N-(3-azido-1H-1,2,4-triazol-5-yl)nitramide",O=[N+](C1=NNC(N=[N+]=[N-])=N1)[O-],447.15, 10.1002/zaac.201300203
entry142,"N-(3-amino-5-(5-nitro-2H-1,2,3-triazol-4-yl)-4H-1,2,4-triazol-4-yl)nitramide",O=C(NN1C=NN=C1N)C2=NN=C(N[N+]([O-])=O)N2,517.75,10.1039/d1nj03551g
entry143,"N-(3-amino-4H-1,2,4-triazol-4-yl)-5-(nitroamino)-4H-1,2,4-triazole-3-carboxamide",O=[N+](C1=C(C([N+]([O-])=O)=NN1)NC2=NN=NN2)[O-],552.15,10.1039/c6ta07740d
entry144,"N-(3,5-dinitro-1H-pyrazol-4-yl)-N-methylnitramide",[O-]/[N+](C1=NON=C1N[N+]([O-])=O)=N\C,414.15,10.1039/c6ta08055c
entry145,"N-(3,5-dinitro-1H-pyrazol-4-yl)-1H-tetrazol-5-amine",O=[N+](NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1)[O-],408.15,10.1021/jacs.5b00714
entry146,"N-(3,4-dinitro-1H-pyrazol-5-yl)nitramide",O=[N+](C1=NN(CC(N/2)=NOC2=N\[N+]([O-])=O)C([N+]([O-])=O)=C1[N+]([O-])=O)[O-],443.05,10.1021/acs.cgd.0c00016
entry147,"N-(3-(trinitromethyl)-1H-1,2,4-triazol-5-yl)nitramide",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NNC=C1[N+]([O-])=O)[O-],427.35,10.1039/c8dt04712j
entry148,"N-(3-(5-amino-4-nitro-1H-pyrazol-1-yl)-4H-1,2,4-triazol-4-yl)nitramide",NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NO/C(N2)=N/[N+]([O-])=O,474.15,10.1039/d1dt02093e
entry149,"N-(3-(4-(nitro(2,2,2-trinitroethyl)amino)-1,2,5-oxadiazol-3-yl)-1H-1,2,4-triazol-5-yl)-N-(2,2,2-trinitroethyl)nitramide",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CNC1=NC(C2=NON=C2NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN1)[O-],441.16,10.1002/chem.201801597
entry150,"N-(3-(1-hydroxy-1H-tetrazol-5-yl)-1H-1,2,4-triazol-5-yl)nitramide",O=[N+](/N=C(N1)\NN=C1C2=NN=NN2)[O-],488.15,10.1002/asia.201300063
entry151,"N-(3-((5-amino-2H-tetrazol-2-yl)methyl)-1H-1,2,4-triazol-5-yl)nitramide",NC1=NN=NN1CC2=NNC(N[N+]([O-])=O)=N2,477.15,10.1039/c6ta05057c
entry152,"N-(3-((5-amino-1H-tetrazol-1-yl)methyl)-1H-1,2,4-triazol-5-yl)nitramide",[N-]=[N+]=NC1=C([N+]([O-])=O)N=C2C3=NC([N+]([O-])=O)=C(N=[N+]=[N-])N3N=NN21,384.15, 10.1002/ejoc.201800347
entry153,"N-(3-((5-(nitroamino)-1H-tetrazol-1-yl)methyl)-1H-1,2,4-triazol-5-yl)nitramide",NC(N=N1)=NN1CC2=NNC(N[N+]([O-])=O)=N2,491.15,10.1039/c6ta05057c
entry154,"N-(3-((1H-tetrazol-1-yl)amino)-4H-1,2,4-triazol-4-yl)nitramide",NC1=NC(N)=NC2=C([N+]([O-])=O)C(N[N+]([O-])=O)=NN21,521.15,10.1021/acs.orglett.9b04642
entry155,"N-(2-methyl-5-nitro-2H-1,2,3-triazol-4-yl)nitramide",[O-]/[N+](C/[N+]([O-])=N/[N+]([O-])=O)=N\C(C)(C)C,361.15, 10.1002/ejoc.201801533
entry156,N-(2-hydrazineyl-2-oxoethyl)-N-methylnitramide,CN(CC(NN)=O)[N+]([O-])=O,389.15,10.1002/asia.201601148
entry157,"N-(2,4-diamino-8-nitropyrazolo[1,5-a][1,3,5]triazin-7-yl)nitramide",O=[N+](C1=NN2C(N(N[N+]([O-])=O)C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3C2)=C1[N+]([O-])=O)[O-],390.15,10.1002/anie.201704687
entry158,"N-(2,4,6-trinitrophenyl)-1H-tetrazol-5-amine",ON1N=NC([N+]([O-])=O)=N1,393.15,10.1021/ja106892a
entry159,"N-(2,3,5,6-tetranitro-4H,9H-dipyrazolo[1,5-a:5',1'-d][1,3,5]triazin-4-yl)nitramide",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CNC1=NN=NN1)[O-],423.15,10.1002/chem.201300994
entry160,"N'-(2,2,2-trinitroethyl)isonicotinohydrazide",NC1=NN=NN1O,378.15,10.1002/chem.201203493
entry161,"N-(2,2,2-trinitroethyl)-4H-1,2,4-triazol-4-amine",CN(C1=C2NN=[N+]1[O-])N=C2[N+]([O-])=O,374.15,10.1039/c2ta01359b
entry162,"N-(2,2,2-trinitroethyl)-4-(5-((2,2,2-trinitroethyl)amino)-1H-1,2,4-triazol-3-yl)-1,2,5-oxadiazol-3-amine",O=[N+](C1=C(N[N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C(N[N+]([O-])=O)=C2[N+]([O-])=O)[O-],353.15,10.1002/chem.201404991
entry163,"N-(2,2,2-trinitroethyl)-4-(((trinitromethyl)amino)methyl)-1,2,5-oxadiazol-3-amine",NC1=NON=C1C2=NO[N+]([O-])=C2C3=NON=C3N,536.32, 10.16572/j.issn1672-2191.201701008
entry164,"N-(2,2,2-trinitroethyl)-1H-tetrazol-5-amine",O=[N+](C1=CN(CCN2N=NN/C2=N\[N+]([O-])=O)N=C1)[O-],409.15,10.1039/c6ta02387h
entry165,"N-(2,2,2-trinitroethyl)-1H-tetrazol-1-amine",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CNC1=NN=NN1CCN(CCN2N=NN=C2NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)CCN3C(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN=N3)[O-],414.15,10.1002/chem.201300994
entry166,"N-(2,2,2-trinitroethyl)-1H-1,2,4-triazol-3-amine",O=[N+](C1=NON=C1C([N+]([O-])=O)[N+]([O-])=O)[O-],331.15,10.1039/d0ta01538e
entry167,"N-(1-methyl-3-nitro-1H-1,2,4-triazol-5-yl)nitramide",CN1N=NN=C1N([N+]([O-])=O)CN([N+]([O-])=O)C,406, 10.1002/zaac.200900521
entry168,"N-(1H-1,2,4-triazol-3-yl)nitramide",CC1=[N+]([O-])ON=C1,453.15,10.3390/molecules25245836
entry169,"N-(1-amino-3,5-dinitro-1H-pyrazol-4-yl)-N-methylnitramide",CN(C(C([N+]([O-])=O)=NN1N)=C1[N+]([O-])=O)[N+]([O-])=O,449.15,10.1039/c2ta01359b
entry170,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](/N=C1NN=NN\1)[O-],395.15,10.1002/zaac.200800430
entry171,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](C1=NNC(N[N+]([O-])=O)=N1)[O-],408.15,10.1002/ejic.201101416
entry172,"N-(1,3-bis(nitrooxy)-2-((nitrooxy)methyl)propan-2-yl)-N-nitroglycine",[N-]=[N+]=NC1=NON=C1N([N+]([O-])=O)CN([N+]([O-])=O)C2=NON=C2N=[N+]=[N-],424.65,10.1039/D1NJ04188F
entry173,"N-(1-((1H-tetrazol-5-yl)methyl)-3-nitro-1H-1,2,4-triazol-5-yl)nitramide",O=[N+](/N=C1N(CC2=NN=NN2)N=NN/1)[O-],451.15,10.1039/c7ta05394k
entry174,"N-([1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-yl)nitramide",OC1=NN2C=NN=C2N=N1,505.15,10.1039/d1nj00924a
entry175,"N-([1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-yl)-4-nitro-1,2,5-oxadiazol-3-amine",O=[N+](C1=NON=C1NC(N=N2)=NN3C2=NN=C3)[O-],502.25,10.1002/asia.201801145
entry176,"N-([1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-yl)-3-nitro-1,2,4-oxadiazol-5-amine",O=[N+](NC1=NN=C2N1N=CN=N2)[O-],405.15,10.1039/c9ta01717h
entry177,"N-([1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-3-yl)nitramide",N/C(NN=C)=N/[N+]([O-])=O,443.33,10.11943/CJEM2018184
entry178,"N-((nitro((nitro(4-nitro-1,2,5-oxadiazol-3-yl)amino)methyl)amino)methyl)-N-(4-nitro-1,2,5-oxadiazol-3-yl)nitramide",O=[N+](C1=CC([N+]([O-])=O)=C(/N=N/C2([N+]([O-])=O)CCCCC2)C=C1)[O-],437.32,10.1016/j.molstruc.2005.07.024
entry179,"N-((nitro((nitro((3,4,5-triiodo-1H-pyrazol-1-yl)methyl)amino)methyl)amino)methyl)-N-((3,4,5-triiodo-1H-pyrazol-1-yl)methyl)nitramide",IC1=C(I)N=C(I)N1CN([N+]([O-])=O)CN([N+]([O-])=O)CN([N+]([O-])=O)CN2C(I)=C(I)N=C2I,507.45, 10.1021/acs.inorgchem.7b02277
entry180,"N-((nitro((nitro((2,4,5-triiodo-1H-imidazol-1-yl)methyl)amino)methyl)amino)methyl)-N-((2,4,5-triiodo-1H-imidazol-1-yl)methyl)nitramide",O=[N+](C(N(C(C(N=C1)=NN1[N+]([O-])=O)=N2)N=C2[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],409.15,10.1021/acsaem.0c00724
entry181,N-((methyl(nitro)amino)methyl)-N-(2-methyl-2H-tetrazol-5-yl)nitramide,CN1N=C([N+]([O-])=O)C(N[N+]([O-])=O)=N1,385.15,10.1039/c2ta00136e
entry182,N-((methyl(nitro)amino)methyl)-N-(2-((methyl(nitro)amino)methyl)-2H-tetrazol-5-yl)nitramide,CC1=C([N+]([O-])=N[N+]([O-])=O)C=C([N+]([O-])=N[N+]([O-])=O)C=C1,412.65,10.1039/c4ta04716h
entry183,N-((methyl(nitro)amino)methyl)-N-(1-methyl-1H-tetrazol-5-yl)nitramide,CN1N=NN=C1NCN([N+]([O-])=O)C,465, 10.1002/zaac.200900521
entry184,"N-((5-amino-3-nitro-1H-1,2,4-triazol-1-yl)methyl)-N-methylnitramide",CN([N+]([O-])=O)CN1N=NC2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C21,452.15,10.1002/ejic.201501126
entry185,N-((5-amino-1H-tetrazol-1-yl)methyl)-N-methylnitramide,O=[N+](/N=C1NN=NN\1CCO[N+]([O-])=O)[O-],401.15,10.1002/chem.200802203
entry186,"N-((5,7-dinitro-1H-benzo[d][1,2,3]triazol-1-yl)methyl)-N-methylnitramide",O=[N+](C1=CC=C(N2N=NN=C2)C=C1)[O-],467.15, 10.1039/c8ta06895j
entry187,"N-((4-amino-3,5-dinitro-1H-pyrazol-1-yl)methyl)-N-methylnitramide",CN([N+]([O-])=O)C[N+]1=NN([O-])C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C21,420.15,10.1002/ejic.201501126
entry188,"N-((4,5-dinitro-1H-imidazol-1-yl)methyl)-N-methylnitramide",O=[N+](C1=CC=CC(N2N=NN=C2)=C1)[O-],424.15, 10.1039/c8ta06895j
entry189,"N-((3,5-dinitro-1H-pyrazol-1-yl)methyl)-N-methylnitramide",N=C(N[N+]([O-])=O)NC(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O,506.15,10.1039/c2ta01359b
entry190,"N-((3,5-dinitro-1H-1,2,4-triazol-1-yl)methyl)-N-methylnitramide",CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1,507.15,10.1039/c6nj00202a
entry191,"N-((3,4-dinitro-1H-pyrazol-1-yl)methyl)-N-methylnitramide",CN([N+]([O-])=O)CN1C(N2C=C([N+]([O-])=O)C([N+]([O-])=O)=N2)=C([N+]([O-])=O)C=N1,537.15,10.1039/c6nj00202a
entry192,"N-((2,4-dinitro-1H-imidazol-1-yl)methyl)-N-methylnitramide",O=[N+](C(CNN1N=NN=C1)([N+]([O-])=O)[N+]([O-])=O)[O-],389.15,10.1039/c2dt30684k
entry193,N-((1H-tetrazol-1-yl)methyl)-N-methylnitramide,CN([N+]([O-])=O)CN(N=NN/1)C1=N\[N+]([O-])=O,393, 10.1002/zaac.200900521
entry194,"methyl 2-(4,5-dinitro-1H-imidazol-1-yl)acetate",OC1C(O)N/C(N1)=C([N+]([O-])=O)/[N+]([O-])=O,448.81,10.1007/s10973-010-1244-4
entry195,"hexane-1,2,6-triyl tris(2-azidoacetate)",CC(C)(C)N1CN/C(NC1)=C([N+]([O-])=O)\[N+]([O-])=O,453.85,10.1002/anie.201501973
entry196,"hexane-1,2,3,4,5,6-hexayl hexanitrate",O=[N+](OC(C(C(C(CO[N+]([O-])=O)O[N+]([O-])=O)O[N+]([O-])=O)O[N+]([O-])=O)CO[N+]([O-])=O)[O-],449.35,10.1016/j.tca.2013.05.032
entry197,"hexane-1,2,3,4,5,6-hexayl hexanitrate",O=C(C1=CC=NC=C1)NNCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,385.85,10.1039/c4ra03885a
entry198,"ethyl N-nitro-N-(2,2,2-trinitroethyl)glycinate",CCOC(CN([N+]([O-])=O)C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)=O,463.15,10.1002/chem.201301190
entry199,"ethyl N-nitro-N-((2,2,2-trinitroethoxy)carbonyl)glycinate",CCOC(CNCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O,396.15,10.1002/chem.201301190
entry200,"ethyl (4-nitro-1,2,5-oxadiazol-3-yl)carbamate",O=[N+](C([N+]([O-])=O)C1=C([N+]([O-])=O)NN=C1)[O-],390.15,10.1039/c9dt04235k
entry201,"ethyl (2,2,2-trinitroethyl)glycinate",CCOC(CNC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)=O,450.15,10.1002/chem.201301190
entry202,"ethyl ((2,2,2-trinitroethoxy)carbonyl)glycinate",O=C(C(NNCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)NNCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,421.75,10.1039/c4ra03885a
entry203,"ethane-1,2-diyl bis(nitrocarbamate)",O=[N+](OC(CO[N+]([O-])=O)C(O[N+]([O-])=O)CO[N+]([O-])=O)[O-],457.95,10.1016/j.tca.2013.05.032
entry204,"dimethyl 2,2'-(triaz-1-ene-1,3-diylbis(2H-tetrazole-5,2-diyl))(E)-diacetate",OCCN(N=N1)N=C1N/N=N/C2=NN(CCO)N=N2,472.15,10.1016/j.cclet.2017.04.006
entry205,"dimethyl 2,2'-(1,2-diazidoethane-1,2-diylidene)(2Z,2'Z)-bis(hydrazine-1-carboxylate)",O=C(OC)NN1N=NN=C1C2=NN=NN2NC(OC)=O,478.15,10.1002/anie.201404790
entry206,"dimethyl 2,2'-(1,2-diazidoethane-1,2-diylidene)(2Z,2'Z)-bis(hydrazine-1-carboxylate)",O=[N+](NC1=NNC(C2=NON=C2/N=N\C3=NON=C3C4=NC(N[N+]([O-])=O)=NN4)=N1)[O-],447.45,10.1002/anie.201701659
entry207,"dimethyl 1H,1'H-[5,5'-bitetrazole]-1,1'-diyldicarbamate",O=[N+](OCC(O[N+]([O-])=O)COCC(O[N+]([O-])=O)CO[N+]([O-])=O)[O-],451.15,10.1080/07370652.2015.1066463
entry208,"diethyl 1,1'-(ethane-1,2-diyl)bis(1H-tetrazole-5-carboxylate)",[N-]=[N+]=NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N=[N+]=[N-],385.15,10.1002/chem.201404991
entry209,"diethyl (1,2,5-oxadiazole-3,4-diyl)bis(nitrocarbamate)",[O-][N+](ON=C1/N=N/C2=NO[N+]([O-])=C2C#N)=C1C#N,441.15,10.3390/molecules25245836
entry210,"di(2'H-[1,5'-bitetrazol]-5-yl)amine",O/N=C(C1=NN=NN1)/C2=NN=NN2,562.15,10.1039/c8nj03472a
entry211,di(1H-tetrazol-5-yl)methanone oxime,O/N=C(C1=NN=NN1)/C2=NN=NN2,561.85,10.1039/c3ta13425c
entry212,di(1H-tetrazol-5-yl)methanone oxime,NC(C1=NN=NN1)C2=NN=NN2,513.15,10.1039/c8nj03472a
entry213,di(1H-tetrazol-5-yl)methanamine,[H][C@]12CCCC[C@@]1([H])N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N2[N+]([O-])=O,386.42,10.1039/c6ta08831g
entry214,di(1H-tetrazol-5-yl)amine,C1(NC2=NN=NN2)=NN=NN1,523.15,10.1039/b811273h
entry215,di(1H-tetrazol-5-yl)amine,O=[N+](C1=CN([N+]([O-])=O)N=C1C2=NN=C(C3=NN=C(C4=NN([N+]([O-])=O)C=C4[N+]([O-])=O)O3)O2)[O-],459.15,10.1039/d0nj00518e
entry216,"cyclobutane-1,1,3,3-tetrayltetrakis(methylene) tetranitrate",O=[N+](OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)[O-],438.15,10.1021/acs.inorgchem.6b00602
entry217,"cyclobutane-1,1,2,2-tetrayltetrakis(methylene) tetranitrate",O=[N+](OCC1(CO[N+]([O-])=O)CC(CO[N+]([O-])=O)(CO[N+]([O-])=O)C1)[O-],469.35,10.1021/jacs.9b06961
entry218,"butane-1,2,3,4-tetrayl tetranitrate",O=[N+](OCC(CO[N+]([O-])=O)(COCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)CO[N+]([O-])=O)[O-],464.75,10.1016/j.tca.2013.05.032
entry219,"butane-1,2,3,4-tetrayl tetrakis(nitrocarbamate)",O=C(OCC(COC(N[N+]([O-])=O)=O)(COC(N[N+]([O-])=O)=O)COC(N[N+]([O-])=O)=O)N[N+]([O-])=O,470.15, 10.1002/zaac.202000387
entry220,"but-2-yne-1,4-diyl bis(nitrocarbamate)",ON1N=NN=C1NNC2=NN=NN2O,393.15,10.1002/chem.201203493
entry221,"bis(5-(trinitromethyl)-1,3,4-oxadiazol-2-yl)methanone",[O-][N+](ON=C1[N+]([O-])=O)=C1C2=NOC(/N=N/C3=NC(C4=[N+](ON=C4[N+]([O-])=O)[O-])=NO3)=N2,453.15,10.1039/c9nj00955h
entry222,"bis(4,5-dinitro-1H-pyrazol-1-yl)methane",NC1=NON=C1NCNC2=NON=C2N,534.85,10.1016/j.molstruc.2020.127849
entry223,"bis(4-(dinitromethylene)-1,3,5-triazinan-1-yl)methane",O=[N+](/C([N+]([O-])=O)=C1NCN(CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)CN\1)[O-],410.15,10.1039/c9nj01932d
entry224,"bis(3-nitro-1-(trinitromethyl)-1H-1,2,4-triazol-5-yl)methanone",O=[N+](C1=CC([N+]([O-])=O)=NN1CN2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)[O-],603.15,10.1002/ejic.201800781
entry225,"bis(3,5-dinitro-1H-pyrazol-4-yl)methane",[O-][N+]1=C(C([N+]([O-])=O)=NO1)C2=[N+]([O-])ON=C2[N+]([O-])=O,419.15,10.1021/acsaem.0c01162
entry226,"bis(3,5-dinitro-1H-pyrazol-1-yl)methane",IC1=NN(CN2C(I)=C([N+]([O-])=O)C(I)=N2)C(I)=C1[N+]([O-])=O,593.15, 10.1021/acs.inorgchem.8b01600
entry227,"bis(3,5-diiodo-4-nitro-1H-pyrazol-1-yl)methane",O=[N+](C1=C([N+]([O-])=O)C=NN1CN2N=CC([N+]([O-])=O)=C2[N+]([O-])=O)[O-],592.15,10.1002/ejic.201800781
entry228,"bis(3,4,5-trinitro-1H-pyrazol-1-yl)methane",IC1=NN(CN2C(I)=C(I)C(I)=N2)C(I)=C1I,624.15, 10.1021/acs.inorgchem.8b01600
entry229,"bis(3,4,5-triiodo-1H-pyrazol-1-yl)methane",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NN(CN2C=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N2)C=N1)[O-],420.15, 10.1021/acs.orglett.8b04114
entry230,"bis(3-(trinitromethyl)-1H-1,2,4-triazol-1-yl)methane",O=[N+](C([N+]([O-])=O)C1=NN(CN2C=NC(C([N+]([O-])=O)[N+]([O-])=O)=N2)C=N1)[O-],372.15, 10.1021/acs.orglett.8b04114
entry231,"bis(3-(dinitromethyl)-1H-1,2,4-triazol-1-yl)methane",O=[N+](OCC(CO[N+]([O-])=O)(N(CCO[N+]([O-])=O)CCO[N+]([O-])=O)CO[N+]([O-])=O)[O-],381.15,10.1002/ejoc.201700434
entry232,bis(2-methyl-2H-tetrazol-5-yl)amine,ON1N=NC(C2=NN(O)N=N2)=N1,438.15,10.1016/j.poly.2012.12.015
entry233,"bis(2,4,5-triiodo-1H-imidazol-1-yl)methane",O=C(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,415.15,10.1039/c7nj01119a
